time(s),force_x(N),force_y(N),force_z(N),target_thrust(N),desire_rotor_speed(m/s),rotor_speed(m/s),battery_vol(V)
0,-0.14999,0.81,25.93441368,0,0,0,13.3803
0,-0.14999,0.81,25.93441368,0,0,0,13.38035
0,-0.14999,0.81,25.93441368,0,0,0,13.3804
0,-0.14999,0.81,25.93441368,0,0,0,13.38045
0,-0.14999,0.81,25.93441368,0,0,0,13.3805
0,-0.14999,0.81,25.93441368,0,0,0,13.38055
0,-0.14999,0.81,25.93441368,0,0,0,13.3806
0,-0.14999,0.81,25.93441368,0,0,0,13.38065
0,-0.14999,0.81,25.93441368,0,0,0,13.3807
0,-0.12999,0.75999,25.93441368,0,0,0,13.38075
0,-0.12999,0.75999,25.93441368,0,0,0,13.3808
0,-0.12999,0.75999,25.93441368,0,0,0,13.38086
0,-0.12999,0.75999,25.93441368,0,0,0,13.38091
0,-0.12999,0.75999,25.93441368,0,0,0,13.38096
0,-0.12999,0.75999,25.93441368,0,0,0,13.38101
0,-0.12999,0.75999,25.93441368,0,0,0,13.38106
0,-0.12999,0.75999,25.93441368,0,0,0,13.38111
0,-0.12999,0.75999,25.93441368,0,0,0,13.38116
0,-0.12999,0.75999,25.93441368,0,0,0,13.38121
0,-0.11999,0.81999,25.98599368,0,0,0,13.38126
0,-0.11999,0.81999,25.98599368,0,0,0,13.38131
0,-0.11999,0.81999,25.98599368,0,0,0,13.38136
0,-0.11999,0.81999,25.98599368,0,0,0,13.38141
0,-0.11999,0.81999,25.98599368,0,0,0,13.38146
0,-0.11999,0.81999,25.98599368,0,0,0,13.38151
0,-0.11999,0.81999,25.98599368,0,0,0,13.38156
0,-0.11999,0.81999,25.98599368,0,0,0,13.38161
0,-0.11999,0.81999,25.98599368,0,0,0,13.38166
0,-0.11999,0.81999,25.98599368,0,0,0,13.3817
0,-0.14999,0.83,26.01694168,0,0,0,13.38175
0,-0.14999,0.83,26.01694168,0,0,0,13.3818
0,-0.14999,0.83,26.01694168,0,0,0,13.38185
0,-0.14999,0.83,26.01694168,0,0,0,13.3819
0,-0.14999,0.83,26.01694168,0,0,0,13.38195
0,-0.14999,0.83,26.01694168,0,0,0,13.382
0,-0.14999,0.83,26.01694168,0,0,0,13.38205
0,-0.14999,0.83,26.01694168,0,0,0,13.3821
0,-0.14999,0.83,26.01694168,0,0,0,13.38214
0,-0.14999,0.83,26.01694168,0,0,0,13.38219
0,-0.07999,0.74,26.0479,0,0,0,13.38224
0,-0.07999,0.74,26.0479,0,0,0,13.38229
0,-0.07999,0.74,26.0479,0,0,0,13.38234
0,-0.07999,0.74,26.0479,0,0,0,13.38238
0,-0.07999,0.74,26.0479,0,0,0,13.38243
0,-0.07999,0.74,26.0479,0,0,0,13.38248
0,-0.07999,0.74,26.0479,0,0,0,13.38252
0,-0.07999,0.74,26.0479,0,0,0,13.38257
0,-0.07999,0.74,26.0479,0,0,0,13.38262
0,-0.07999,0.74,26.0479,0,0,0,13.38266
0,-0.05999,0.78999,26.058216,0,0,0,13.38271
0,-0.05999,0.78999,26.058216,0,0,0,13.38275
0,-0.05999,0.78999,26.058216,0,0,0,13.3828
0,-0.05999,0.78999,26.058216,0,0,0,13.38284
0,-0.05999,0.78999,26.058216,0,0,0,13.38289
0,-0.05999,0.78999,26.058216,0,0,0,13.38293
0,-0.05999,0.78999,26.058216,0,0,0,13.38298
0,-0.05999,0.78999,26.058216,0,0,0,13.38302
