time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),,,,,,,,,
97.34989,-2,0.475,0.079,2.90999,5.65,60.27999,0.042,-0.39,-0.194,,,,,,,,,
97.35089,-2,0.475,0.079,2.90999,5.65,60.27999,0.042,-0.39,-0.194,,,,,,,,,
97.35189,-2,0.475,0.079,2.90999,5.65,60.27999,0.042,-0.39,-0.194,,,,,,,,,
97.35289,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35388,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35488,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35588,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35688,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35788,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35888,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.35988,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36088,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36188,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36288,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36389,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36489,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36589,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36688,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36788,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36888,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.36988,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.37088,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.37188,-2,0.475,0.079,2.88999,5.40999,60.25999,0.04,-0.385,-0.198,,,,,,,,,
97.37288,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37388,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37488,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37588,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37688,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37789,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37889,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.37989,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.38088,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.38188,-2,0.475,0.079,3.06999,6.03999,60.25,0.032,-0.40199,-0.20099,,,,,,,,,
97.38288,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38388,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38488,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38588,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38688,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38788,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38888,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.38988,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.39088,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.39189,-2,0.475,0.079,2.78999,5.94999,60.22999,0.03099,-0.401,-0.197,,,,,,,,,
97.39289,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39389,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39488,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39588,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39688,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39788,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39888,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.39988,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.40088,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.40188,-2,0.475,0.079,2.80999,5.55999,60.29999,0.024,-0.396,-0.192,,,,,,,,,
97.40288,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40388,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40488,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40589,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40689,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40789,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40888,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.40988,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.41088,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.41188,-2,0.475,0.079,2.96,5.50999,60.30999,0.019,-0.397,-0.191,,,,,,,,,
97.41288,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41388,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41488,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41588,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41688,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41788,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41888,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.41989,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.42089,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.42189,-2,0.475,0.079,3.00999,5.79999,60.20999,0.021,-0.4,-0.198,,,,,,,,,
97.42288,-2,0.475,0.079,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.42388,-2,0.475,0.079,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.4249,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.4259,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.4269,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.42792,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.4289,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.42993,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.43088,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.43188,-2,0.475,0.07699,2.88999,6.17,60.18999,0.037,-0.394,-0.206,,,,,,,,,
97.43288,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43389,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43489,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43589,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43688,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43788,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43888,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.43988,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.44088,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.44188,-2,0.475,0.07699,2.98999,5.71,60.36999,0.035,-0.387,-0.204,,,,,,,,,
97.44288,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44388,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44488,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44588,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44689,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44789,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44889,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.44989,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.45088,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.45188,-2,0.475,0.07699,3.25,5.53999,60.43999,0.027,-0.387,-0.198,,,,,,,,,
97.45288,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45388,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45488,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45588,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45688,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45788,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45888,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.45988,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.46089,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.46189,-2,0.475,0.07699,3.24,5.77999,60.32999,0.027,-0.391,-0.198,,,,,,,,,
97.46289,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46389,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46488,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46588,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46688,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46788,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46888,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.46988,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.47088,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.47188,-2,0.475,0.07699,3.03999,5.85999,60.22999,0.035,-0.388,-0.20099,,,,,,,,,
97.47288,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47388,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47489,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47589,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47689,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47789,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47888,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.47988,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.48088,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.48188,-2,0.475,0.07699,3.02999,5.69999,60.18999,0.039,-0.384,-0.20099,,,,,,,,,
97.48288,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48388,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48488,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48588,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48688,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48788,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48889,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.48989,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.49089,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.49188,-2,0.475,0.07699,3.04999,5.52999,60.23999,0.025,-0.391,-0.2,,,,,,,,,
97.49288,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49388,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49488,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49588,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49688,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49788,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49888,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.49988,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.50088,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.50188,-2,0.475,0.07699,3.06999,5.86999,60.22999,0.027,-0.40199,-0.197,,,,,,,,,
97.50289,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50389,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50489,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50588,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50688,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50788,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50888,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.50988,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.51088,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.51188,-2,0.475,0.07699,2.59999,5.79999,60.16999,0.032,-0.40399,-0.196,,,,,,,,,
97.51288,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.51388,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.51488,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.51588,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.51689,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.5179,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.5189,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.5199,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52092,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.5219,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.5229,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52392,-2,0.475,0.07699,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52488,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52588,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52688,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52788,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52888,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.52988,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.53089,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.53189,-2,0.475,0.075,2.65999,5.54999,60.14999,0.025,-0.401,-0.198,,,,,,,,,
97.53289,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53388,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53488,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53588,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53688,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53788,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53888,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.53988,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.54088,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.54188,-2,0.475,0.075,3.09999,5.77999,60.19999,0.024,-0.40199,-0.209,,,,,,,,,
97.54288,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54388,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54489,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54589,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54689,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54788,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54888,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.54988,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.55088,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.55188,-2,0.475,0.075,2.76999,5.98,60.16999,0.02799,-0.395,-0.209,,,,,,,,,
97.55288,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55388,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55488,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55588,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55688,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55788,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55889,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.55989,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.56089,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.56188,-2,0.475,0.075,2.83999,5.75,60.31999,0.024,-0.388,-0.203,,,,,,,,,
97.56288,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56388,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56488,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56588,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56688,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56788,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56888,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.56988,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.57088,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.57189,-2,0.475,0.075,3.07999,5.54999,60.38999,0.021,-0.386,-0.198,,,,,,,,,
97.57289,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57389,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57489,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57588,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57688,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57788,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57888,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.57988,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.58088,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.58188,-2,0.475,0.075,3.15999,5.73,60.22999,0.02599,-0.391,-0.2,,,,,,,,,
97.58288,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58388,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58488,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58589,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58689,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58789,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58889,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.58988,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.59088,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.59188,-2,0.475,0.075,3.12999,6.08999,60.15999,0.038,-0.391,-0.20799,,,,,,,,,
97.59288,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59388,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59488,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59588,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59688,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59788,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59888,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.59989,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.60089,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.60189,-2,0.475,0.075,3.07999,5.94,60.27,0.041,-0.385,-0.21,,,,,,,,,
97.60289,-2,0.475,0.075,2.98,5.69999,60.34,0.03,-0.387,-0.205,,,,,,,,,
97.60388,-2,0.475,0.075,2.98,5.69999,60.34,0.03,-0.387,-0.205,,,,,,,,,
97.60488,-2,0.475,0.075,2.98,5.69999,60.34,0.03,-0.387,-0.205,,,,,,,,,
