time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m)
119.51926,14,119.51926,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52026,14,119.52026,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52126,14,119.52126,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52226,14,119.52226,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52326,14,119.52326,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52426,14,119.52426,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52526,14,119.52526,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52626,14,119.52626,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52726,14,119.52726,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52826,14,119.52826,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.52926,14,119.52926,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53026,14,119.53026,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53126,14,119.53126,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53226,14,119.53226,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53326,14,119.53326,3.02999,5.78999,49.55999,0.022,-0.347,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53426,14,119.53426,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53526,14,119.53526,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53626,14,119.53626,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53726,14,119.53726,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53826,14,119.53826,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.53926,14,119.53926,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54026,14,119.54026,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54126,14,119.54126,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54226,14,119.54226,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54326,14,119.54326,1.92999,5.73,49.57999,0.03099,-0.346,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54426,14,119.54426,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54526,14,119.54526,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54626,14,119.54626,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54726,14,119.54726,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54826,14,119.54826,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.54926,14,119.54926,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55026,14,119.55026,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55126,14,119.55126,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55226,14,119.55226,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55326,14,119.55326,2.44,5.13,49.68,0.023,-0.351,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55426,14,119.55426,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55526,14,119.55526,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55626,14,119.55626,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55726,14,119.55726,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55826,14,119.55826,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.55926,14,119.55926,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56026,14,119.56026,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56126,14,119.56126,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56226,14,119.56226,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56326,14,119.56326,2.73,5.36999,49.65999,0.02,-0.361,-0.12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56426,14,119.56426,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56526,14,119.56526,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56626,14,119.56626,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56726,14,119.56726,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56826,14,119.56826,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.56926,14,119.56926,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57026,14,119.57026,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57126,14,119.57126,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57226,14,119.57226,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57326,14,119.57326,2.66999,5.84999,49.56999,0.035,-0.357,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57426,14,119.57426,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57526,14,119.57526,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57626,14,119.57626,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57726,14,119.57726,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57826,14,119.57826,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.57926,14,119.57926,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58026,14,119.58026,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58129,14,119.58129,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58228,14,119.58228,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58329,14,119.58329,2.07999,5.78999,49.56999,0.03299,-0.342,-0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58431,14,119.58431,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58527,14,119.58527,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58626,14,119.58626,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58728,14,119.58728,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58837,14,119.58837,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.58928,14,119.58928,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.5903,14,119.5903,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59128,14,119.59128,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59229,14,119.59229,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59326,14,119.59326,2.23,5.92999,49.62999,0.024,-0.336,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59426,14,119.59426,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59526,14,119.59526,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59626,14,119.59626,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59726,14,119.59726,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59826,14,119.59826,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.59927,14,119.59927,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60026,14,119.60026,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60126,14,119.60126,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60226,14,119.60226,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60327,14,119.60327,2.91999,5.30999,49.65999,0.016,-0.33,-0.11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60426,14,119.60426,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60527,14,119.60527,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60626,14,119.60626,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60726,14,119.60726,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60826,14,119.60826,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.60926,14,119.60926,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61026,14,119.61026,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61127,14,119.61127,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61226,14,119.61226,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61326,14,119.61326,3.10999,5.65999,49.65999,0.012,-0.319,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61426,14,119.61426,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61527,14,119.61527,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61626,14,119.61626,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61727,14,119.61727,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61826,14,119.61826,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.61927,14,119.61927,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62026,14,119.62026,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62126,14,119.62126,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62226,14,119.62226,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62327,14,119.62327,3.01999,5.79999,49.64999,0.011,-0.314,-0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62426,14,119.62426,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62527,14,119.62527,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62626,14,119.62626,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62727,14,119.62727,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62826,14,119.62826,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.62927,14,119.62927,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63026,14,119.63026,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63127,14,119.63127,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63226,14,119.63226,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63327,14,119.63327,2.47,5.76999,49.52,0.011,-0.30999,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63426,14,119.63426,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63526,14,119.63526,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63626,14,119.63626,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63727,14,119.63727,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63826,14,119.63826,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.63928,14,119.63928,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64028,14,119.64028,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64131,14,119.64131,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64226,14,119.64226,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64328,14,119.64328,2.29999,5.98,49.52,0.018,-0.308,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64428,14,119.64428,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64528,14,119.64528,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64636,14,119.64636,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64728,14,119.64728,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.64831,14,119.64831,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.6493,14,119.6493,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65026,14,119.65026,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65126,14,119.65126,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65226,14,119.65226,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65326,14,119.65326,3.06999,5.02999,49.64999,0.005,-0.318,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65426,14,119.65426,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65527,14,119.65527,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65626,14,119.65626,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65727,14,119.65727,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65827,14,119.65827,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.65927,14,119.65927,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66026,14,119.66026,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66127,14,119.66127,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66226,14,119.66226,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66326,14,119.66326,3.07999,5.38,49.61,0.012,-0.339,-0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66426,14,119.66426,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66527,14,119.66527,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66626,14,119.66626,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66727,14,119.66727,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66826,14,119.66826,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.66927,14,119.66927,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67026,14,119.67026,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67127,14,119.67127,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67226,14,119.67226,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67326,14,119.67326,2.67999,5.75999,49.52,0.034,-0.346,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67426,14,119.67426,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67526,14,119.67526,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67626,14,119.67626,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67726,14,119.67726,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67826,14,119.67826,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.67927,14,119.67927,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68026,14,119.68026,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68126,14,119.68126,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68228,14,119.68228,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68328,14,119.68328,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68428,14,119.68428,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68527,14,119.68527,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.6863,14,119.6863,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68727,14,119.68727,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.6883,14,119.6883,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.68926,14,119.68926,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69027,14,119.69027,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69127,14,119.69127,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69235,14,119.69235,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69328,14,119.69328,2.12999,5.76999,49.48999,0.041,-0.342,-0.12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69431,14,119.69431,2.69,5.32999,49.61,0.029,-0.36,-0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69528,14,119.69528,2.69,5.32999,49.61,0.029,-0.36,-0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69631,14,119.69631,2.69,5.32999,49.61,0.029,-0.36,-0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69728,14,119.69728,2.69,5.32999,49.61,0.029,-0.36,-0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.69831,14,119.69831,2.69,5.32999,49.61,0.029,-0.36,-0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
