time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.12434,780.00000,0.00000,0.49266,0.45357,14.45440
0.12534,780.00000,0.00000,0.49266,0.45357,14.45440
0.12634,780.00000,0.00000,0.49265,0.45357,14.45441
0.12734,780.00000,0.00000,0.49265,0.45357,14.45442
0.12834,780.00000,0.00000,0.49265,0.45357,14.45443
0.12934,780.00000,0.00000,0.49265,0.45357,14.45444
0.13034,780.00000,0.00000,0.49265,0.45357,14.45444
0.13134,780.00000,0.00000,0.49265,0.45357,14.45445
0.13234,780.00000,0.00000,0.49265,0.45357,14.45445
0.13334,780.00000,0.00000,0.49265,0.45357,14.45445
0.13434,780.00000,0.00000,0.49265,0.45357,14.45446
0.13534,780.00000,0.00000,0.49265,0.45357,14.45446
0.13634,780.00000,0.00000,0.49265,0.45357,14.45445
0.13734,780.00000,0.00000,0.49265,0.45357,14.45445
0.13834,780.00000,0.00000,0.49265,0.45357,14.45444
0.13934,780.00000,0.00000,0.49265,0.45357,14.45443
0.14034,780.00000,0.00000,0.49265,0.45357,14.45442
0.14134,780.00000,0.00000,0.49266,0.45357,14.45440
0.14234,780.00000,0.00000,0.49266,0.45357,14.45438
0.14334,780.00000,0.00000,0.49266,0.45357,14.45437
0.14434,780.00000,0.00000,0.49266,0.45357,14.45435
0.14534,780.00000,0.00000,0.49266,0.45357,14.45433
0.14634,780.00000,0.00000,0.49266,0.45357,14.45431
0.14734,780.00000,4.73696,0.49266,0.45357,14.45428
0.14834,780.00000,4.73696,0.49266,0.45357,14.45426
0.14934,780.00000,4.73696,0.49266,0.45357,14.45423
0.15034,780.00000,4.73696,0.49266,0.45357,14.45420
0.15134,780.00000,4.73696,0.49266,0.45357,14.45417
0.15234,780.00000,4.73696,0.49266,0.45357,14.45413
0.15334,780.00000,4.73696,0.49267,0.45357,14.45410
0.15434,780.00000,4.73696,0.49267,0.45357,14.45406
0.15534,780.00000,4.73696,0.49267,0.45357,14.45402
0.15634,780.00000,4.73696,0.49267,0.45357,14.45398
0.15734,780.00000,4.73696,0.49267,0.45357,14.45394
0.15834,780.00000,4.73696,0.49267,0.45357,14.45389
0.15936,780.00000,4.73696,0.49267,0.45357,14.45383
0.16037,780.00000,4.73696,0.49268,0.45357,14.45378
0.16134,780.00000,4.73696,0.49268,0.45357,14.45372
0.16234,780.00000,4.73696,0.49268,0.45357,14.45365
0.16334,780.00000,4.73696,0.49268,0.45357,14.45359
0.16434,780.00000,4.73696,0.49269,0.45357,14.45352
0.16534,780.00000,4.73696,0.49269,0.45357,14.45345
0.16634,780.00000,4.73696,0.49269,0.45357,14.45337
0.16734,780.00000,44.65439,0.49269,0.45357,14.45329
0.16834,780.00000,44.65439,0.49270,0.45357,14.45321
0.16934,780.00000,44.65439,0.49270,0.45357,14.45312
0.17034,780.00000,44.65439,0.49270,0.45357,14.45304
0.17134,780.00000,44.65439,0.49271,0.45357,14.45294
0.17234,780.00000,44.65439,0.49271,0.45357,14.45285
0.17334,780.00000,44.65439,0.49271,0.45357,14.45275
0.17434,780.00000,44.65439,0.49272,0.45357,14.45265
0.17534,780.00000,44.65439,0.49272,0.45357,14.45254
0.17634,780.00000,44.65439,0.49272,0.45357,14.45244
0.17734,780.00000,84.95153,0.49273,0.45357,14.45233
0.17834,780.00000,84.95153,0.49273,0.45357,14.45222
0.17934,780.00000,84.95153,0.49273,0.45357,14.45210
0.18034,780.00000,84.95153,0.49274,0.45357,14.45199
0.18134,780.00000,84.95153,0.49274,0.45357,14.45187
0.18234,780.00000,84.95153,0.49275,0.45357,14.45174
0.18334,780.00000,84.95153,0.49275,0.45357,14.45161
0.18434,780.00000,84.95153,0.49276,0.45357,14.45148
0.18534,780.00000,84.95153,0.49276,0.45357,14.45134
0.18634,780.00000,101.83774,0.49276,0.45357,14.45119
0.18734,780.00000,101.83774,0.49277,0.45357,14.45105
0.18834,780.00000,101.83774,0.49278,0.45357,14.45089
0.18934,780.00000,101.83774,0.49278,0.45357,14.45073
0.19034,780.00000,101.83774,0.49279,0.45357,14.45057
0.19134,780.00000,101.83774,0.49279,0.45357,14.45041
0.19234,780.00000,101.83774,0.49280,0.45357,14.45024
0.19334,780.00000,101.83774,0.49280,0.45357,14.45006
0.19434,780.00000,113.21869,0.49281,0.45357,14.44988
0.19534,780.00000,113.21869,0.49282,0.45357,14.44970
0.19634,780.00000,113.21869,0.49282,0.45357,14.44952
0.19734,780.00000,113.21869,0.49283,0.45357,14.44933
0.19834,780.00000,113.21869,0.49284,0.45357,14.44913
0.19934,780.00000,113.21869,0.49284,0.45357,14.44893
0.20034,780.00000,151.13619,0.49285,0.45357,14.44873
0.20134,780.00000,151.13619,0.49286,0.45357,14.44853
0.20234,780.00000,151.13619,0.49286,0.45357,14.44832
0.20334,780.00000,151.13619,0.49287,0.45357,14.44810
0.20434,780.00000,151.13619,0.49288,0.45357,14.44788
0.20534,780.00000,151.13619,0.49289,0.45357,14.44766
0.20634,780.00000,137.94342,0.49289,0.45357,14.44744
0.20734,780.00000,137.94342,0.49290,0.45357,14.44721
0.20834,780.00000,137.94342,0.49291,0.45357,14.44698
0.20934,780.00000,137.94342,0.49292,0.45357,14.44674
0.21034,780.00000,137.94342,0.49292,0.45357,14.44650
0.21135,780.00000,137.94342,0.49293,0.45357,14.44626
0.21234,780.00000,153.72459,0.49294,0.45357,14.44601
0.21334,780.00000,153.72459,0.49295,0.45357,14.44576
0.21434,780.00000,153.72459,0.49296,0.45357,14.44550
0.21534,780.00000,153.72459,0.49297,0.45357,14.44525
0.21634,780.00000,153.72459,0.49298,0.45357,14.44499
0.21734,780.00000,153.72459,0.49299,0.45357,14.44472
0.21834,780.00000,166.09878,0.49299,0.45357,14.44446
0.21934,780.00000,166.09878,0.49300,0.45357,14.44419
0.22034,780.00000,166.09878,0.49301,0.45357,14.44392
0.22134,780.00000,166.09878,0.49302,0.45357,14.44364
0.22234,780.00000,166.09878,0.49303,0.45357,14.44336
0.22334,780.00000,137.94342,0.49304,0.45357,14.44308
0.22434,780.00000,137.94342,0.49305,0.45357,14.44280
0.22534,780.00000,137.94342,0.49306,0.45357,14.44251
0.22634,780.00000,137.94342,0.49307,0.45357,14.44222
0.22734,780.00000,137.94342,0.49308,0.45357,14.44193
0.22834,780.00000,151.13619,0.49309,0.45357,14.44164
0.22934,780.00000,151.13619,0.49310,0.45357,14.44134
0.23034,780.00000,151.13619,0.49311,0.45357,14.44104
0.23134,780.00000,151.13619,0.49312,0.45357,14.44074
0.23234,780.00000,153.72459,0.49313,0.45357,14.44043
0.23334,780.00000,153.72459,0.49314,0.45357,14.44013
0.23434,780.00000,153.72459,0.49315,0.45357,14.43982
0.23534,780.00000,153.72459,0.49316,0.45357,14.43950
0.23634,780.00000,153.72459,0.49317,0.45357,14.43919
0.23734,780.00000,166.09878,0.49319,0.45357,14.43887
0.23834,780.00000,166.09878,0.49320,0.45357,14.43855
0.23934,780.00000,166.09878,0.49321,0.45357,14.43822
0.24034,780.00000,166.09878,0.49322,0.45357,14.43790
0.24134,780.00000,174.83401,0.49323,0.45357,14.43757
0.24234,780.00000,174.83401,0.49324,0.45357,14.43724
0.24334,780.00000,174.83401,0.49325,0.45357,14.43691
0.24434,780.00000,174.83401,0.49326,0.45357,14.43657
0.24534,780.00000,185.45410,0.49328,0.45357,14.43624
0.24634,780.00000,185.45410,0.49329,0.45357,14.43590
0.24735,780.00000,185.45410,0.49330,0.45357,14.43556
0.24834,780.00000,197.88313,0.49331,0.45357,14.43522
0.24934,780.00000,197.88313,0.49332,0.45357,14.43487
0.25034,780.00000,197.88313,0.49333,0.45357,14.43453
0.25134,780.00000,197.88313,0.49335,0.45357,14.43418
0.25234,780.00000,207.77728,0.49336,0.45357,14.43383
0.25334,780.00000,207.77728,0.49337,0.45357,14.43348
0.25434,780.00000,207.77728,0.49338,0.45357,14.43313
0.25534,780.00000,218.49998,0.49339,0.45357,14.43278
0.25634,780.00000,218.49998,0.49341,0.45357,14.43242
0.25734,780.00000,218.49998,0.49342,0.45357,14.43206
0.25834,780.00000,229.79975,0.49343,0.45357,14.43170
0.25934,780.00000,229.79975,0.49344,0.45357,14.43134
0.26034,780.00000,229.79975,0.49345,0.45357,14.43098
0.26134,780.00000,238.91345,0.49347,0.45357,14.43062
0.26234,780.00000,238.91345,0.49348,0.45357,14.43025
0.26334,780.00000,265.40447,0.49349,0.45357,14.42987
0.26434,780.00000,265.40447,0.49351,0.45357,14.42950
0.26534,780.00000,265.40447,0.49352,0.45357,14.42912
0.26634,780.00000,282.61898,0.49353,0.45357,14.42874
0.26734,780.00000,282.61898,0.49354,0.45357,14.42835
0.26834,780.00000,285.31399,0.49356,0.45357,14.42796
