time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.41432,740,709.56359,0.5295,0.5185,12.69078
0.41532,740,711.81433,0.52961,0.5185,12.68809
0.41632,740,713.51184,0.52973,0.5185,12.68539
0.41732,740,713.51184,0.52984,0.5185,12.68269
0.41832,740,713.51184,0.52995,0.5185,12.67999
0.41933,740,713.51184,0.53007,0.5185,12.67729
0.42032,740,714.07946,0.53018,0.5185,12.67459
0.42132,740,714.07946,0.53029,0.5185,12.67189
0.42232,740,714.07946,0.5304,0.5185,12.66919
0.42332,740,714.64801,0.53052,0.5185,12.6665
0.42432,740,715.78778,0.53063,0.5185,12.6638
0.42532,740,716.35906,0.53074,0.5185,12.66111
0.42632,740,716.35906,0.53086,0.5185,12.65842
0.42732,740,716.35906,0.53097,0.5185,12.65574
0.42832,740,716.35906,0.53108,0.5185,12.65306
0.42933,740,716.35906,0.53119,0.5185,12.65038
0.43032,740,716.35906,0.53131,0.5185,12.6477
0.43132,740,716.35906,0.53142,0.5185,12.64503
0.43232,740,716.93121,0.53153,0.5185,12.64236
0.43332,740,716.93121,0.53164,0.5185,12.6397
0.43432,740,718.0783,0.53175,0.5185,12.63705
0.43532,740,720.96215,0.53187,0.5185,12.6344
0.43632,740,721.54168,0.53198,0.5185,12.63175
0.43732,740,721.54168,0.53209,0.5185,12.62911
0.43832,740,720.96215,0.5322,0.5185,12.62648
0.43932,740,721.54168,0.53231,0.5185,12.62385
0.44032,740,725.62481,0.53242,0.5185,12.62124
0.44132,740,725.62481,0.53253,0.5185,12.61863
0.44232,740,725.62481,0.53264,0.5185,12.61603
0.44332,740,725.62481,0.53275,0.5185,12.61343
0.44432,740,735.13342,0.53286,0.5185,12.61085
0.44532,740,735.13342,0.53297,0.5185,12.60827
0.44632,740,735.13342,0.53308,0.5185,12.6057
0.44732,740,735.13342,0.53319,0.5185,12.60313
0.44832,740,721.54168,0.53329,0.5185,12.60058
0.44933,740,718.65319,0.5334,0.5185,12.59803
0.45033,740,729.16156,0.53351,0.5185,12.5955
0.45134,740,729.16156,0.53361,0.5185,12.59298
0.45235,740,729.16156,0.53372,0.5185,12.59046
0.45332,740,718.65319,0.53383,0.5185,12.58796
0.45432,740,718.65319,0.53393,0.5185,12.58546
0.45532,740,720.38354,0.53404,0.5185,12.58298
0.45632,740,718.65319,0.53414,0.5185,12.5805
0.45732,740,718.65319,0.53425,0.5185,12.57804
0.45832,740,720.38354,0.53435,0.5185,12.57559
0.45933,740,720.38354,0.53446,0.5185,12.57314
0.46032,740,720.38354,0.53456,0.5185,12.57071
0.46132,740,722.70361,0.53466,0.5185,12.5683
0.46232,740,722.70361,0.53477,0.5185,12.56589
0.46332,740,722.70361,0.53487,0.5185,12.5635
0.46432,740,720.38354,0.53497,0.5185,12.56112
0.46532,740,722.70361,0.53507,0.5185,12.55875
0.46632,740,724.45349,0.53517,0.5185,12.5564
0.46732,740,724.45349,0.53527,0.5185,12.55407
0.46832,740,724.45349,0.53537,0.5185,12.55174
0.46933,740,730.34814,0.53547,0.5185,12.54944
0.47032,740,732.73297,0.53556,0.5185,12.54714
0.47132,740,732.73297,0.53566,0.5185,12.54486
